"Title","Description","RDataPath","BiocVersion","Genome","Species","TaxonomyId","SourceType","SourceUrl","SourceVersion","DataProvider","SourceLastModifiedDate","DispatchClass","RDataDateAdded","RDataClass","Maintainer"
"Tabula-Muris-Senis-facs-SCAT-coldata","FACS sorting - Smart-seq2 technology single-cell RNA-seq data from Tabula Muris Senis project 2020","scRNAseq/Tabula-Muris-Senis-facs/2.0.0","3.12","GRCm38","Mus musculus","10090","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","tabula-muris-senis-facs-processed-official-annotations-SCAT.h5ad","FigShare",2020-07-15 20:17:00,"Rds",2021-05-19 13:43:13,"dgCMatrix","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>"
"Tabula-Muris-Senis-facs-SCAT-rowdata","FACS sorting - Smart-seq2 technology single-cell RNA-seq data from Tabula Muris Senis project 2020","scRNAseq/Tabula-Muris-Senis-facs/2.0.0","3.12","GRCm38","Mus musculus","10090","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","tabula-muris-senis-facs-processed-official-annotations-SCAT.h5ad","FigShare",2020-07-15 20:17:00,"Rds",2021-05-19 13:43:13,"dgCMatrix","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>"
"Tabula-Muris-Senis-facs-Skin-counts","FACS sorting - Smart-seq2 technology single-cell RNA-seq data from Tabula Muris Senis project 2020","scRNAseq/Tabula-Muris-Senis-facs/2.0.0","3.12","GRCm38","Mus musculus","10090","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","tabula-muris-senis-facs-processed-official-annotations-Skin.h5ad","FigShare",2020-07-15 20:17:00,"Rds",2021-05-19 13:43:13,"dgCMatrix","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>"
"Tabula-Muris-Senis-facs-Skin-coldata","FACS sorting - Smart-seq2 technology single-cell RNA-seq data from Tabula Muris Senis project 2020","scRNAseq/Tabula-Muris-Senis-facs/2.0.0","3.12","GRCm38","Mus musculus","10090","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","tabula-muris-senis-facs-processed-official-annotations-Skin.h5ad","FigShare",2020-07-15 20:17:00,"Rds",2021-05-19 13:43:13,"dgCMatrix","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>"
"Tabula-Muris-Senis-facs-Skin-rowdata","FACS sorting - Smart-seq2 technology single-cell RNA-seq data from Tabula Muris Senis project 2020","scRNAseq/Tabula-Muris-Senis-facs/2.0.0","3.12","GRCm38","Mus musculus","10090","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","tabula-muris-senis-facs-processed-official-annotations-Skin.h5ad","FigShare",2020-07-15 20:17:00,"Rds",2021-05-19 13:43:13,"dgCMatrix","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>"
"Tabula-Muris-Senis-facs-Spleen-counts","FACS sorting - Smart-seq2 technology single-cell RNA-seq data from Tabula Muris Senis project 2020","scRNAseq/Tabula-Muris-Senis-facs/2.0.0","3.12","GRCm38","Mus musculus","10090","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","tabula-muris-senis-facs-processed-official-annotations-Spleen.h5ad","FigShare",2020-07-15 20:17:00,"Rds",2021-05-19 13:43:13,"dgCMatrix","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>"
"Tabula-Muris-Senis-facs-Spleen-coldata","FACS sorting - Smart-seq2 technology single-cell RNA-seq data from Tabula Muris Senis project 2020","scRNAseq/Tabula-Muris-Senis-facs/2.0.0","3.12","GRCm38","Mus musculus","10090","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","tabula-muris-senis-facs-processed-official-annotations-Spleen.h5ad","FigShare",2020-07-15 20:17:00,"Rds",2021-05-19 13:43:13,"dgCMatrix","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>"
"Tabula-Muris-Senis-facs-Spleen-rowdata","FACS sorting - Smart-seq2 technology single-cell RNA-seq data from Tabula Muris Senis project 2020","scRNAseq/Tabula-Muris-Senis-facs/2.0.0","3.12","GRCm38","Mus musculus","10090","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","tabula-muris-senis-facs-processed-official-annotations-Spleen.h5ad","FigShare",2020-07-15 20:17:00,"Rds",2021-05-19 13:43:13,"dgCMatrix","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>"
"Tabula-Muris-Senis-facs-Tongue-counts","FACS sorting - Smart-seq2 technology single-cell RNA-seq data from Tabula Muris Senis project 2020","scRNAseq/Tabula-Muris-Senis-facs/2.0.0","3.12","GRCm38","Mus musculus","10090","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","tabula-muris-senis-facs-processed-official-annotations-Tongue.h5ad","FigShare",2020-07-15 20:17:00,"Rds",2021-05-19 13:43:13,"dgCMatrix","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>"
"Tabula-Muris-Senis-facs-Tongue-coldata","FACS sorting - Smart-seq2 technology single-cell RNA-seq data from Tabula Muris Senis project 2020","scRNAseq/Tabula-Muris-Senis-facs/2.0.0","3.12","GRCm38","Mus musculus","10090","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","tabula-muris-senis-facs-processed-official-annotations-Tongue.h5ad","FigShare",2020-07-15 20:17:00,"Rds",2021-05-19 13:43:13,"dgCMatrix","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>"
"Tabula-Muris-Senis-facs-Tongue-rowdata","FACS sorting - Smart-seq2 technology single-cell RNA-seq data from Tabula Muris Senis project 2020","scRNAseq/Tabula-Muris-Senis-facs/2.0.0","3.12","GRCm38","Mus musculus","10090","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","tabula-muris-senis-facs-processed-official-annotations-Tongue.h5ad","FigShare",2020-07-15 20:17:00,"Rds",2021-05-19 13:43:13,"dgCMatrix","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>"
"Tabula-Muris-Senis-facs-Trachea-counts","FACS sorting - Smart-seq2 technology single-cell RNA-seq data from Tabula Muris Senis project 2020","scRNAseq/Tabula-Muris-Senis-facs/2.0.0","3.12","GRCm38","Mus musculus","10090","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","tabula-muris-senis-facs-processed-official-annotations-Trachea.h5ad","FigShare",2020-07-15 20:17:00,"Rds",2021-05-19 13:43:13,"dgCMatrix","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>"
"Tabula-Muris-Senis-facs-Trachea-coldata","FACS sorting - Smart-seq2 technology single-cell RNA-seq data from Tabula Muris Senis project 2020","scRNAseq/Tabula-Muris-Senis-facs/2.0.0","3.12","GRCm38","Mus musculus","10090","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","tabula-muris-senis-facs-processed-official-annotations-Trachea.h5ad","FigShare",2020-07-15 20:17:00,"Rds",2021-05-19 13:43:13,"dgCMatrix","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>"
"Tabula-Muris-Senis-facs-Trachea-rowdata","FACS sorting - Smart-seq2 technology single-cell RNA-seq data from Tabula Muris Senis project 2020","scRNAseq/Tabula-Muris-Senis-facs/2.0.0","3.12","GRCm38","Mus musculus","10090","HDF5","https://figshare.com/articles/dataset/Tabula_Muris_Senis_Data_Objects/12654728","tabula-muris-senis-facs-processed-official-annotations-Trachea.h5ad","FigShare",2020-07-15 20:17:00,"Rds",2021-05-19 13:43:13,"dgCMatrix","Aaron Lun <infinite.monkeys.with.keyboards@gmail.com>"
